rec,val.pm1,val.pm2p5,val.pm10,tag,src
2019-03-20T06:35:00Z,3.0,6.0,21.4,scs-bgx-501,N2
2019-03-20T06:36:00Z,2.6,5.5,16.3,scs-bgx-501,N2
2019-03-20T06:37:00Z,3.1,6.6,27.2,scs-bgx-501,N2
2019-03-20T06:38:00Z,3.1,7.2,35.5,scs-bgx-501,N2
2019-03-20T06:39:00Z,3.2,6.6,22.1,scs-bgx-501,N2
2019-03-20T06:40:00Z,3.3,6.9,30.7,scs-bgx-501,N2
2019-03-20T06:41:00Z,3.5,7.4,40.0,scs-bgx-501,N2
2019-03-20T06:42:00Z,3.1,6.6,35.8,scs-bgx-501,N2
2019-03-20T06:43:00Z,4.4,7.6,18.3,scs-bgx-501,N2
2019-03-20T06:44:00Z,3.5,6.7,19.6,scs-bgx-501,N2
2019-03-20T06:45:00Z,3.4,6.5,18.8,scs-bgx-501,N2
2019-03-20T06:46:00Z,3.5,7.3,28.0,scs-bgx-501,N2
2019-03-20T06:47:00Z,3.0,6.1,17.2,scs-bgx-501,N2
2019-03-20T06:48:00Z,3.3,7.3,34.1,scs-bgx-501,N2
2019-03-20T06:49:00Z,2.9,6.2,19.0,scs-bgx-501,N2
2019-03-20T06:50:00Z,2.7,5.9,17.3,scs-bgx-501,N2
2019-03-20T06:51:00Z,2.8,6.3,25.5,scs-bgx-501,N2
2019-03-20T06:52:00Z,3.0,6.6,21.0,scs-bgx-501,N2
2019-03-20T06:53:00Z,3.1,7.0,26.4,scs-bgx-501,N2
2019-03-20T06:54:00Z,3.1,6.6,22.6,scs-bgx-501,N2
2019-03-20T06:55:00Z,3.1,6.4,25.7,scs-bgx-501,N2
2019-03-20T06:56:00Z,3.2,6.7,29.3,scs-bgx-501,N2
2019-03-20T06:57:00Z,3.1,6.6,21.1,scs-bgx-501,N2
2019-03-20T06:58:00Z,3.2,7.1,33.2,scs-bgx-501,N2
2019-03-20T06:59:00Z,2.8,6.0,21.1,scs-bgx-501,N2
2019-03-20T07:00:00Z,2.6,5.8,20.6,scs-bgx-501,N2
2019-03-20T07:01:00Z,2.2,5.0,20.0,scs-bgx-501,N2
2019-03-20T07:02:00Z,2.8,5.5,16.5,scs-bgx-501,N2
2019-03-20T07:03:00Z,3.1,6.2,22.3,scs-bgx-501,N2
2019-03-20T07:04:00Z,3.0,6.2,23.6,scs-bgx-501,N2
2019-03-20T07:05:00Z,2.9,5.9,19.4,scs-bgx-501,N2
2019-03-20T07:06:00Z,2.8,5.5,22.6,scs-bgx-501,N2
2019-03-20T07:07:00Z,2.8,6.0,22.8,scs-bgx-501,N2
2019-03-20T07:08:00Z,3.2,6.8,26.3,scs-bgx-501,N2
2019-03-20T07:09:00Z,3.4,7.0,27.7,scs-bgx-501,N2
2019-03-20T07:10:00Z,3.2,6.4,20.2,scs-bgx-501,N2
2019-03-20T07:11:00Z,3.3,6.7,23.4,scs-bgx-501,N2
2019-03-20T07:12:00Z,3.0,6.2,20.2,scs-bgx-501,N2
2019-03-20T07:13:00Z,2.7,5.8,29.3,scs-bgx-501,N2
2019-03-20T07:14:00Z,2.6,5.3,14.6,scs-bgx-501,N2
2019-03-20T07:15:00Z,2.7,5.7,15.4,scs-bgx-501,N2
2019-03-20T07:16:00Z,2.8,5.6,16.2,scs-bgx-501,N2
2019-03-20T07:17:00Z,3.1,6.0,17.7,scs-bgx-501,N2
2019-03-20T07:18:00Z,3.1,6.2,16.8,scs-bgx-501,N2
2019-03-20T07:19:00Z,3.0,6.2,18.5,scs-bgx-501,N2
2019-03-20T07:20:00Z,2.5,5.6,19.3,scs-bgx-501,N2
2019-03-20T07:21:00Z,2.7,5.6,17.1,scs-bgx-501,N2
2019-03-20T07:22:00Z,3.2,6.7,27.6,scs-bgx-501,N2
2019-03-20T07:23:00Z,3.1,6.4,20.0,scs-bgx-501,N2
2019-03-20T07:24:00Z,2.3,5.2,20.1,scs-bgx-501,N2
2019-03-20T07:25:00Z,2.7,5.8,26.9,scs-bgx-501,N2
2019-03-20T07:26:00Z,3.0,6.4,19.2,scs-bgx-501,N2
2019-03-20T07:27:00Z,2.7,5.7,19.0,scs-bgx-501,N2
2019-03-20T07:28:00Z,2.8,5.5,12.8,scs-bgx-501,N2
2019-03-20T07:29:00Z,2.8,5.7,18.2,scs-bgx-501,N2
2019-03-20T07:30:00Z,2.5,5.3,12.8,scs-bgx-501,N2
2019-03-20T07:31:00Z,2.9,5.8,13.8,scs-bgx-501,N2
2019-03-20T07:32:00Z,2.6,5.6,18.2,scs-bgx-501,N2
2019-03-20T07:33:00Z,2.9,5.9,23.5,scs-bgx-501,N2
2019-03-20T07:34:00Z,2.6,5.5,20.7,scs-bgx-501,N2
2019-03-20T07:35:00Z,2.4,5.4,20.5,scs-bgx-501,N2
2019-03-20T07:36:00Z,2.4,5.2,19.5,scs-bgx-501,N2
2019-03-20T07:37:00Z,2.3,4.7,18.9,scs-bgx-501,N2
2019-03-20T07:38:00Z,2.5,5.3,20.5,scs-bgx-501,N2
2019-03-20T07:39:00Z,4.7,8.0,23.1,scs-bgx-501,N2
2019-03-20T07:40:00Z,4.8,8.2,26.2,scs-bgx-501,N2
2019-03-20T07:41:00Z,3.4,6.2,18.4,scs-bgx-501,N2
2019-03-20T07:42:00Z,3.1,6.1,18.9,scs-bgx-501,N2
2019-03-20T07:43:00Z,3.4,6.2,17.8,scs-bgx-501,N2
2019-03-20T07:44:00Z,2.9,5.8,18.2,scs-bgx-501,N2
2019-03-20T07:45:00Z,2.7,5.4,23.1,scs-bgx-501,N2
2019-03-20T07:46:00Z,2.8,5.8,26.9,scs-bgx-501,N2
2019-03-20T07:47:00Z,2.5,5.5,22.7,scs-bgx-501,N2
2019-03-20T07:48:00Z,2.5,5.2,15.5,scs-bgx-501,N2
2019-03-20T07:49:00Z,2.6,5.5,20.2,scs-bgx-501,N2
2019-03-20T07:50:00Z,2.6,5.4,15.0,scs-bgx-501,N2
2019-03-20T07:51:00Z,2.6,5.5,21.2,scs-bgx-501,N2
2019-03-20T07:52:00Z,2.7,5.4,16.8,scs-bgx-501,N2
2019-03-20T07:53:00Z,2.6,5.8,17.7,scs-bgx-501,N2
2019-03-20T07:54:00Z,2.8,6.5,31.6,scs-bgx-501,N2
2019-03-20T07:55:00Z,2.7,5.8,18.8,scs-bgx-501,N2
2019-03-20T07:56:00Z,2.9,6.2,24.0,scs-bgx-501,N2
2019-03-20T07:57:00Z,3.2,6.3,22.5,scs-bgx-501,N2
2019-03-20T07:58:00Z,3.1,6.3,18.7,scs-bgx-501,N2
2019-03-20T07:59:00Z,2.6,5.4,16.8,scs-bgx-501,N2
2019-03-20T08:00:00Z,2.8,5.5,13.0,scs-bgx-501,N2
2019-03-20T08:01:00Z,2.6,5.6,19.7,scs-bgx-501,N2
2019-03-20T08:02:00Z,2.8,6.2,25.2,scs-bgx-501,N2
2019-03-20T08:03:00Z,3.3,6.7,19.9,scs-bgx-501,N2
2019-03-20T08:04:00Z,2.6,5.6,17.2,scs-bgx-501,N2
2019-03-20T08:05:00Z,2.4,5.3,24.8,scs-bgx-501,N2
2019-03-20T08:06:00Z,2.7,5.6,20.8,scs-bgx-501,N2
2019-03-20T08:07:00Z,2.5,5.3,16.5,scs-bgx-501,N2
2019-03-20T08:08:00Z,2.5,5.2,18.2,scs-bgx-501,N2
2019-03-20T08:09:00Z,2.3,5.1,17.6,scs-bgx-501,N2
2019-03-20T08:10:00Z,2.6,5.3,18.5,scs-bgx-501,N2
2019-03-20T08:11:00Z,2.5,5.3,15.7,scs-bgx-501,N2
2019-03-20T08:12:00Z,2.4,5.0,14.1,scs-bgx-501,N2
2019-03-20T08:13:00Z,2.7,5.7,29.9,scs-bgx-501,N2
2019-03-20T08:14:00Z,2.5,5.3,31.4,scs-bgx-501,N2
2019-03-20T08:15:00Z,2.3,5.0,29.7,scs-bgx-501,N2
2019-03-20T08:16:00Z,2.3,5.1,21.0,scs-bgx-501,N2
2019-03-20T08:17:00Z,2.3,5.0,24.4,scs-bgx-501,N2
2019-03-20T08:18:00Z,2.5,5.4,28.1,scs-bgx-501,N2
2019-03-20T08:19:00Z,2.7,5.6,21.2,scs-bgx-501,N2
2019-03-20T08:20:00Z,2.8,5.6,21.4,scs-bgx-501,N2
2019-03-20T08:21:00Z,2.7,5.5,19.0,scs-bgx-501,N2
2019-03-20T08:22:00Z,2.8,5.7,17.8,scs-bgx-501,N2
2019-03-20T08:23:00Z,2.5,5.4,24.4,scs-bgx-501,N2
2019-03-20T08:24:00Z,2.3,4.9,22.1,scs-bgx-501,N2
2019-03-20T08:25:00Z,2.2,4.9,14.3,scs-bgx-501,N2
2019-03-20T08:26:00Z,2.2,4.7,17.9,scs-bgx-501,N2
2019-03-20T08:27:00Z,2.3,4.9,15.9,scs-bgx-501,N2
2019-03-20T08:28:00Z,2.4,5.1,24.5,scs-bgx-501,N2
2019-03-20T08:29:00Z,2.3,4.8,12.6,scs-bgx-501,N2
2019-03-20T08:30:00Z,2.5,4.9,15.6,scs-bgx-501,N2
2019-03-20T08:31:00Z,2.4,4.8,21.6,scs-bgx-501,N2
2019-03-20T08:32:00Z,2.7,5.6,17.7,scs-bgx-501,N2
2019-03-20T08:33:00Z,2.6,5.3,21.0,scs-bgx-501,N2
2019-03-20T08:34:00Z,2.4,5.1,18.7,scs-bgx-501,N2
2019-03-20T08:35:00Z,2.4,4.9,18.9,scs-bgx-501,N2
2019-03-20T08:36:00Z,2.5,5.1,14.9,scs-bgx-501,N2
2019-03-20T08:37:00Z,2.5,5.1,18.1,scs-bgx-501,N2
2019-03-20T08:38:00Z,2.2,4.6,14.7,scs-bgx-501,N2
2019-03-20T08:39:00Z,2.2,4.8,15.8,scs-bgx-501,N2
2019-03-20T08:40:00Z,2.3,4.9,17.2,scs-bgx-501,N2
2019-03-20T08:41:00Z,2.5,5.1,17.9,scs-bgx-501,N2
2019-03-20T08:42:00Z,2.5,5.0,23.2,scs-bgx-501,N2
2019-03-20T08:43:00Z,2.8,5.6,15.6,scs-bgx-501,N2
2019-03-20T08:44:00Z,2.7,5.7,15.8,scs-bgx-501,N2
2019-03-20T08:45:00Z,2.6,5.4,23.0,scs-bgx-501,N2
2019-03-20T08:46:00Z,2.6,5.7,22.4,scs-bgx-501,N2
2019-03-20T08:47:00Z,2.5,5.2,24.0,scs-bgx-501,N2
2019-03-20T08:48:00Z,2.6,5.3,19.7,scs-bgx-501,N2
2019-03-20T08:49:00Z,2.5,5.1,15.4,scs-bgx-501,N2
2019-03-20T08:50:00Z,2.3,4.9,19.6,scs-bgx-501,N2
2019-03-20T08:51:00Z,2.3,5.0,19.9,scs-bgx-501,N2
2019-03-20T08:52:00Z,2.2,4.7,19.7,scs-bgx-501,N2
2019-03-20T08:53:00Z,2.3,4.9,20.5,scs-bgx-501,N2
2019-03-20T08:54:00Z,2.3,4.7,13.3,scs-bgx-501,N2
2019-03-20T08:55:00Z,2.1,4.5,14.4,scs-bgx-501,N2
2019-03-20T08:56:00Z,2.6,5.5,19.8,scs-bgx-501,N2
2019-03-20T08:57:00Z,2.8,5.7,19.9,scs-bgx-501,N2
2019-03-20T08:58:00Z,2.5,5.1,21.6,scs-bgx-501,N2
2019-03-20T08:59:00Z,3.2,7.3,38.3,scs-bgx-501,N2
2019-03-20T09:00:00Z,3.4,8.7,51.3,scs-bgx-501,N2
2019-03-20T09:01:00Z,2.5,5.4,24.4,scs-bgx-501,N2
2019-03-20T09:02:00Z,3.0,6.2,30.5,scs-bgx-501,N2
2019-03-20T09:03:00Z,2.9,5.8,23.6,scs-bgx-501,N2
2019-03-20T09:04:00Z,2.8,5.8,20.7,scs-bgx-501,N2
2019-03-20T09:05:00Z,2.6,5.4,23.2,scs-bgx-501,N2
2019-03-20T09:06:00Z,2.4,5.0,20.8,scs-bgx-501,N2
2019-03-20T09:07:00Z,2.5,5.3,17.0,scs-bgx-501,N2
2019-03-20T09:08:00Z,2.6,5.3,24.6,scs-bgx-501,N2
2019-03-20T09:09:00Z,2.5,5.4,28.4,scs-bgx-501,N2
2019-03-20T09:10:00Z,2.6,5.1,18.4,scs-bgx-501,N2
2019-03-20T09:11:00Z,2.6,5.1,19.4,scs-bgx-501,N2
2019-03-20T09:12:00Z,2.5,5.3,21.3,scs-bgx-501,N2
2019-03-20T09:13:00Z,2.7,5.5,28.7,scs-bgx-501,N2
2019-03-20T09:14:00Z,2.5,5.2,16.5,scs-bgx-501,N2
2019-03-20T09:15:00Z,3.4,7.9,34.6,scs-bgx-501,N2
2019-03-20T09:16:00Z,2.4,5.2,15.4,scs-bgx-501,N2
2019-03-20T09:17:00Z,2.6,5.6,20.4,scs-bgx-501,N2
2019-03-20T09:18:00Z,2.3,5.0,16.7,scs-bgx-501,N2
2019-03-20T09:19:00Z,2.5,5.4,25.7,scs-bgx-501,N2
2019-03-20T09:20:00Z,2.5,5.2,19.3,scs-bgx-501,N2
2019-03-20T09:21:00Z,2.3,4.9,16.9,scs-bgx-501,N2
2019-03-20T09:22:00Z,2.7,5.5,18.5,scs-bgx-501,N2
2019-03-20T09:23:00Z,2.4,5.1,20.6,scs-bgx-501,N2
2019-03-20T09:24:00Z,2.6,5.4,21.6,scs-bgx-501,N2
2019-03-20T09:25:00Z,2.6,5.5,22.6,scs-bgx-501,N2
2019-03-20T09:26:00Z,2.5,5.2,19.6,scs-bgx-501,N2
2019-03-20T09:27:00Z,2.4,5.1,22.7,scs-bgx-501,N2
2019-03-20T09:28:00Z,2.5,5.4,22.1,scs-bgx-501,N2
2019-03-20T09:29:00Z,2.6,5.2,19.8,scs-bgx-501,N2
2019-03-20T09:30:00Z,2.6,5.3,18.2,scs-bgx-501,N2
2019-03-20T09:31:00Z,2.6,5.4,15.3,scs-bgx-501,N2
2019-03-20T09:32:00Z,2.5,5.2,18.9,scs-bgx-501,N2
2019-03-20T09:33:00Z,2.4,4.9,14.0,scs-bgx-501,N2
2019-03-20T09:34:00Z,2.3,4.8,18.0,scs-bgx-501,N2
2019-03-20T09:35:00Z,2.4,5.0,20.9,scs-bgx-501,N2
2019-03-20T09:36:00Z,2.4,5.1,20.1,scs-bgx-501,N2
2019-03-20T09:37:00Z,2.2,4.6,12.2,scs-bgx-501,N2
2019-03-20T09:38:00Z,2.4,5.2,18.4,scs-bgx-501,N2
2019-03-20T09:39:00Z,2.4,5.0,16.5,scs-bgx-501,N2
2019-03-20T09:40:00Z,2.1,4.4,14.7,scs-bgx-501,N2
2019-03-20T09:41:00Z,2.2,4.7,25.6,scs-bgx-501,N2
2019-03-20T09:42:00Z,2.3,4.6,21.0,scs-bgx-501,N2
2019-03-20T09:43:00Z,2.4,4.9,16.6,scs-bgx-501,N2
2019-03-20T09:44:00Z,2.6,5.4,23.7,scs-bgx-501,N2
2019-03-20T09:45:00Z,2.5,5.3,34.4,scs-bgx-501,N2
2019-03-20T09:46:00Z,2.4,4.7,17.8,scs-bgx-501,N2
2019-03-20T09:47:00Z,2.6,5.2,19.9,scs-bgx-501,N2
2019-03-20T09:48:00Z,2.7,5.4,19.4,scs-bgx-501,N2
2019-03-20T09:49:00Z,2.6,5.2,17.9,scs-bgx-501,N2
2019-03-20T09:50:00Z,2.5,4.9,15.3,scs-bgx-501,N2
2019-03-20T09:51:00Z,2.6,5.2,15.9,scs-bgx-501,N2
2019-03-20T09:52:00Z,2.5,5.1,17.6,scs-bgx-501,N2
2019-03-20T09:53:00Z,2.6,5.5,24.3,scs-bgx-501,N2
2019-03-20T09:54:00Z,2.5,5.5,25.4,scs-bgx-501,N2
2019-03-20T09:55:00Z,2.6,5.3,29.4,scs-bgx-501,N2
2019-03-20T09:56:00Z,2.6,5.3,18.8,scs-bgx-501,N2
2019-03-20T09:57:00Z,2.7,5.7,19.9,scs-bgx-501,N2
2019-03-20T09:58:00Z,2.5,5.2,17.0,scs-bgx-501,N2
2019-03-20T09:59:00Z,2.5,5.4,19.2,scs-bgx-501,N2
2019-03-20T10:00:00Z,2.4,4.9,18.5,scs-bgx-501,N2
2019-03-20T10:01:00Z,2.3,4.7,13.0,scs-bgx-501,N2
2019-03-20T10:02:00Z,2.4,4.7,13.2,scs-bgx-501,N2
2019-03-20T10:03:00Z,2.5,5.0,12.8,scs-bgx-501,N2
2019-03-20T10:04:00Z,2.4,5.0,19.4,scs-bgx-501,N2
2019-03-20T10:05:00Z,2.5,5.0,17.5,scs-bgx-501,N2
2019-03-20T10:06:00Z,2.9,5.7,17.1,scs-bgx-501,N2
2019-03-20T10:07:00Z,2.8,5.7,19.0,scs-bgx-501,N2
2019-03-20T10:08:00Z,2.9,5.9,25.6,scs-bgx-501,N2
2019-03-20T10:09:00Z,2.4,5.0,22.4,scs-bgx-501,N2
2019-03-20T10:10:00Z,2.4,5.0,22.4,scs-bgx-501,N2
2019-03-20T10:11:00Z,2.5,5.0,21.0,scs-bgx-501,N2
2019-03-20T10:12:00Z,2.7,5.5,23.6,scs-bgx-501,N2
2019-03-20T10:13:00Z,2.8,5.7,17.8,scs-bgx-501,N2
2019-03-20T10:14:00Z,2.7,5.4,15.8,scs-bgx-501,N2
2019-03-20T10:15:00Z,2.6,5.1,20.7,scs-bgx-501,N2
2019-03-20T10:16:00Z,2.5,5.1,16.3,scs-bgx-501,N2
2019-03-20T10:17:00Z,2.5,5.0,23.4,scs-bgx-501,N2
2019-03-20T10:18:00Z,2.4,4.7,19.5,scs-bgx-501,N2
2019-03-20T10:19:00Z,3.0,6.2,31.3,scs-bgx-501,N2
2019-03-20T10:20:00Z,2.7,5.3,20.6,scs-bgx-501,N2
2019-03-20T10:21:00Z,2.6,5.3,25.6,scs-bgx-501,N2
2019-03-20T10:22:00Z,2.6,5.5,20.6,scs-bgx-501,N2
2019-03-20T10:23:00Z,2.4,4.9,17.6,scs-bgx-501,N2
2019-03-20T10:24:00Z,2.5,4.9,16.4,scs-bgx-501,N2
2019-03-20T10:25:00Z,2.5,5.2,26.2,scs-bgx-501,N2
2019-03-20T10:26:00Z,2.5,4.9,19.7,scs-bgx-501,N2
2019-03-20T10:27:00Z,2.5,5.4,18.8,scs-bgx-501,N2
2019-03-20T10:28:00Z,2.8,5.6,26.0,scs-bgx-501,N2
2019-03-20T10:29:00Z,2.7,5.4,15.7,scs-bgx-501,N2
2019-03-20T10:30:00Z,2.7,5.4,17.3,scs-bgx-501,N2
2019-03-20T10:31:00Z,2.6,5.2,17.5,scs-bgx-501,N2
2019-03-20T10:32:00Z,2.6,5.1,12.4,scs-bgx-501,N2
2019-03-20T10:33:00Z,2.2,4.4,13.6,scs-bgx-501,N2
2019-03-20T10:34:00Z,2.5,4.9,14.0,scs-bgx-501,N2
2019-03-20T10:35:00Z,2.4,4.9,17.6,scs-bgx-501,N2
2019-03-20T10:36:00Z,2.3,4.6,18.0,scs-bgx-501,N2
2019-03-20T10:37:00Z,2.2,4.3,10.8,scs-bgx-501,N2
2019-03-20T10:38:00Z,2.3,4.6,14.6,scs-bgx-501,N2
2019-03-20T10:39:00Z,2.1,4.4,12.8,scs-bgx-501,N2
2019-03-20T10:40:00Z,2.1,4.5,18.6,scs-bgx-501,N2
2019-03-20T10:41:00Z,2.3,4.7,18.6,scs-bgx-501,N2
2019-03-20T10:42:00Z,2.7,5.3,18.1,scs-bgx-501,N2
2019-03-20T10:43:00Z,2.2,4.8,26.9,scs-bgx-501,N2
2019-03-20T10:44:00Z,2.3,4.5,18.1,scs-bgx-501,N2
2019-03-20T10:45:00Z,2.2,4.8,30.0,scs-bgx-501,N2
2019-03-20T10:46:00Z,2.5,5.0,20.0,scs-bgx-501,N2
2019-03-20T10:47:00Z,2.4,5.1,26.2,scs-bgx-501,N2
2019-03-20T10:48:00Z,2.8,5.8,23.6,scs-bgx-501,N2
2019-03-20T10:49:00Z,2.4,5.1,21.5,scs-bgx-501,N2
2019-03-20T10:50:00Z,2.7,5.6,17.5,scs-bgx-501,N2
2019-03-20T10:51:00Z,2.9,5.6,20.9,scs-bgx-501,N2
2019-03-20T10:52:00Z,2.4,5.1,17.6,scs-bgx-501,N2
2019-03-20T10:53:00Z,2.4,5.2,22.6,scs-bgx-501,N2
2019-03-20T10:54:00Z,2.4,4.8,11.7,scs-bgx-501,N2
2019-03-20T10:55:00Z,2.4,4.9,20.0,scs-bgx-501,N2
2019-03-20T10:56:00Z,2.4,4.8,17.9,scs-bgx-501,N2
2019-03-20T10:57:00Z,2.1,4.5,24.0,scs-bgx-501,N2
2019-03-20T10:58:00Z,2.3,4.9,14.7,scs-bgx-501,N2
2019-03-20T10:59:00Z,2.3,4.6,13.7,scs-bgx-501,N2
2019-03-20T11:00:00Z,2.5,5.0,15.6,scs-bgx-501,N2
2019-03-20T11:01:00Z,2.5,5.2,17.2,scs-bgx-501,N2
2019-03-20T11:02:00Z,5.1,13.9,90.0,scs-bgx-501,N2
2019-03-20T11:03:00Z,3.4,8.6,50.0,scs-bgx-501,N2
2019-03-20T11:04:00Z,3.0,6.5,31.7,scs-bgx-501,N2
2019-03-20T11:05:00Z,2.7,5.7,25.7,scs-bgx-501,N2
2019-03-20T11:06:00Z,2.5,5.1,29.8,scs-bgx-501,N2
2019-03-20T11:07:00Z,2.6,5.5,27.7,scs-bgx-501,N2
2019-03-20T11:08:00Z,2.6,5.4,18.3,scs-bgx-501,N2
2019-03-20T11:09:00Z,2.9,6.1,20.7,scs-bgx-501,N2
2019-03-20T11:10:00Z,2.7,5.9,24.2,scs-bgx-501,N2
2019-03-20T11:11:00Z,2.4,5.2,18.8,scs-bgx-501,N2
2019-03-20T11:12:00Z,2.2,4.6,19.6,scs-bgx-501,N2
2019-03-20T11:13:00Z,2.2,4.4,17.9,scs-bgx-501,N2
2019-03-20T11:14:00Z,2.4,5.2,22.6,scs-bgx-501,N2
2019-03-20T11:15:00Z,2.4,4.7,18.7,scs-bgx-501,N2
2019-03-20T11:16:00Z,2.4,4.7,23.7,scs-bgx-501,N2
2019-03-20T11:17:00Z,2.5,4.9,17.2,scs-bgx-501,N2
2019-03-20T11:18:00Z,2.2,4.5,24.7,scs-bgx-501,N2
2019-03-20T11:19:00Z,2.2,4.4,21.0,scs-bgx-501,N2
2019-03-20T11:20:00Z,1.9,3.5,9.2,scs-bgx-501,N2
2019-03-20T11:21:00Z,1.6,3.1,6.9,scs-bgx-501,N2
2019-03-20T11:22:00Z,1.7,3.3,14.3,scs-bgx-501,N2
2019-03-20T11:23:00Z,1.8,3.6,17.2,scs-bgx-501,N2
2019-03-20T11:24:00Z,1.8,3.6,13.2,scs-bgx-501,N2
2019-03-20T11:25:00Z,1.9,3.8,17.2,scs-bgx-501,N2
2019-03-20T11:26:00Z,1.8,3.6,11.1,scs-bgx-501,N2
2019-03-20T11:27:00Z,2.0,3.9,12.6,scs-bgx-501,N2
2019-03-20T11:28:00Z,1.8,3.5,8.1,scs-bgx-501,N2
2019-03-20T11:29:00Z,1.9,3.7,12.4,scs-bgx-501,N2
2019-03-20T11:30:00Z,1.9,3.9,13.9,scs-bgx-501,N2
2019-03-20T11:31:00Z,2.0,4.0,24.4,scs-bgx-501,N2
2019-03-20T11:32:00Z,2.0,4.2,33.4,scs-bgx-501,N2
2019-03-20T11:33:00Z,2.0,4.3,20.1,scs-bgx-501,N2
2019-03-20T11:34:00Z,2.1,4.3,19.5,scs-bgx-501,N2
2019-03-20T11:35:00Z,2.0,4.1,21.6,scs-bgx-501,N2
2019-03-20T11:36:00Z,2.5,5.1,21.5,scs-bgx-501,N2
2019-03-20T11:37:00Z,2.8,6.0,26.7,scs-bgx-501,N2
2019-03-20T11:38:00Z,2.2,4.6,14.7,scs-bgx-501,N2
2019-03-20T11:39:00Z,2.4,5.1,22.8,scs-bgx-501,N2
2019-03-20T11:40:00Z,2.6,5.4,18.9,scs-bgx-501,N2
2019-03-20T11:41:00Z,2.5,5.2,27.8,scs-bgx-501,N2
2019-03-20T11:42:00Z,2.5,5.3,24.4,scs-bgx-501,N2
2019-03-20T11:43:00Z,2.5,5.2,22.8,scs-bgx-501,N2
2019-03-20T11:44:00Z,2.2,4.3,17.0,scs-bgx-501,N2
2019-03-20T11:45:00Z,2.0,4.0,12.5,scs-bgx-501,N2
2019-03-20T11:46:00Z,2.2,4.4,17.7,scs-bgx-501,N2
2019-03-20T11:47:00Z,2.2,4.5,17.3,scs-bgx-501,N2
2019-03-20T11:48:00Z,2.2,4.3,17.8,scs-bgx-501,N2
2019-03-20T11:49:00Z,2.4,4.8,18.2,scs-bgx-501,N2
2019-03-20T11:50:00Z,2.3,4.7,20.6,scs-bgx-501,N2
2019-03-20T11:51:00Z,2.2,4.3,20.7,scs-bgx-501,N2
2019-03-20T11:52:00Z,2.2,4.6,17.3,scs-bgx-501,N2
2019-03-20T11:53:00Z,2.0,4.1,12.8,scs-bgx-501,N2
2019-03-20T11:54:00Z,2.2,4.7,16.7,scs-bgx-501,N2
2019-03-20T11:55:00Z,2.8,6.9,42.8,scs-bgx-501,N2
2019-03-20T11:56:00Z,2.5,5.4,32.3,scs-bgx-501,N2
2019-03-20T11:57:00Z,2.3,4.9,24.0,scs-bgx-501,N2
2019-03-20T11:58:00Z,1.9,3.8,12.8,scs-bgx-501,N2
2019-03-20T11:59:00Z,2.0,3.8,13.2,scs-bgx-501,N2
2019-03-20T12:00:00Z,2.2,4.1,13.9,scs-bgx-501,N2
2019-03-20T12:01:00Z,1.9,3.5,9.9,scs-bgx-501,N2
2019-03-20T12:02:00Z,2.1,4.1,18.9,scs-bgx-501,N2
2019-03-20T12:03:00Z,2.0,4.0,14.7,scs-bgx-501,N2
2019-03-20T12:04:00Z,1.9,3.6,13.8,scs-bgx-501,N2
2019-03-20T12:05:00Z,1.8,3.6,14.2,scs-bgx-501,N2
2019-03-20T12:06:00Z,2.1,4.0,21.0,scs-bgx-501,N2
2019-03-20T12:07:00Z,1.7,3.2,7.6,scs-bgx-501,N2
2019-03-20T12:08:00Z,2.0,4.1,25.1,scs-bgx-501,N2
2019-03-20T12:09:00Z,1.8,3.4,15.7,scs-bgx-501,N2
2019-03-20T12:10:00Z,2.8,7.4,61.2,scs-bgx-501,N2
2019-03-20T12:11:00Z,7.3,11.0,29.2,scs-bgx-501,N2
2019-03-20T12:12:00Z,2.7,5.3,21.2,scs-bgx-501,N2
2019-03-20T12:13:00Z,2.2,4.6,19.2,scs-bgx-501,N2
2019-03-20T12:14:00Z,2.2,4.6,21.1,scs-bgx-501,N2
2019-03-20T12:15:00Z,2.3,5.0,28.2,scs-bgx-501,N2
2019-03-20T12:16:00Z,1.9,3.9,15.9,scs-bgx-501,N2
2019-03-20T12:17:00Z,1.9,4.0,16.1,scs-bgx-501,N2
2019-03-20T12:18:00Z,1.9,4.1,19.8,scs-bgx-501,N2
2019-03-20T12:19:00Z,2.1,4.5,25.0,scs-bgx-501,N2
2019-03-20T12:20:00Z,2.6,6.1,36.5,scs-bgx-501,N2
2019-03-20T12:21:00Z,2.3,5.1,25.7,scs-bgx-501,N2
2019-03-20T12:22:00Z,2.3,5.0,25.9,scs-bgx-501,N2
2019-03-20T12:23:00Z,2.1,4.3,17.6,scs-bgx-501,N2
2019-03-20T12:24:00Z,1.9,4.1,14.6,scs-bgx-501,N2
2019-03-20T12:25:00Z,2.8,5.1,22.4,scs-bgx-501,N2
2019-03-20T12:26:00Z,2.2,4.5,18.2,scs-bgx-501,N2
2019-03-20T12:27:00Z,2.2,4.2,18.7,scs-bgx-501,N2
2019-03-20T12:28:00Z,1.8,3.7,14.0,scs-bgx-501,N2
2019-03-20T12:29:00Z,1.9,4.0,14.9,scs-bgx-501,N2
2019-03-20T12:30:00Z,2.2,4.3,15.5,scs-bgx-501,N2
2019-03-20T12:31:00Z,2.3,4.4,12.8,scs-bgx-501,N2
2019-03-20T12:32:00Z,2.4,4.8,18.1,scs-bgx-501,N2
